"Protein names","unique_genes","unique_organisms","Measure","Value"
"ACT domain-containing protein ACR6 (Protein ACT DOMAIN REPEATS 6)","ACR6 At3g01990 F1C9.23 F28J7.32","Arabidopsis thaliana (Mouse-ear cress)","mean_length",433
"ACT domain-containing protein ACR6 (Protein ACT DOMAIN REPEATS 6)","ACR6 At3g01990 F1C9.23 F28J7.32","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",48742
"ADP-ribose glycohydrolase OARD1 (O-acetyl-ADP-ribose deacetylase 1) (EC 3.5.1.-) (Terminal ADP-ribose protein glycohydrolase 1) ([Protein ADP-ribosylglutamate] hydrolase OARD1) (EC 3.2.2.-)","OARD1 C6orf130 TARG1","Homo sapiens (Human)","mean_length",152
"ADP-ribose glycohydrolase OARD1 (O-acetyl-ADP-ribose deacetylase 1) (EC 3.5.1.-) (Terminal ADP-ribose protein glycohydrolase 1) ([Protein ADP-ribosylglutamate] hydrolase OARD1) (EC 3.2.2.-)","OARD1 C6orf130 TARG1","Homo sapiens (Human)","mean_mass",17025
"ADP-ribosylation factor 1 (EC 3.6.5.2)","ARF1","Homo sapiens (Human)","mean_length",181
"ADP-ribosylation factor 1 (EC 3.6.5.2)","ARF1","Homo sapiens (Human)","mean_mass",20697
"ADP-ribosylation factor 3 (AtARF3) (Protein ARF-LIKE 1) (AtARL1)","ARF3 ARL1 At2g24765 F27A10.8 F27C12.31","Arabidopsis thaliana (Mouse-ear cress)","mean_length",182
"ADP-ribosylation factor 3 (AtARF3) (Protein ARF-LIKE 1) (AtARL1)","ARF3 ARL1 At2g24765 F27A10.8 F27C12.31","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",20242
"ADP-ribosylation factor GTPase-activating protein AGD3 (ARF GAP AGD3) (Protein ARF-GAP DOMAIN 3) (AtAGD3) (Protein FORKED 2) (Protein SCARFACE) (Protein VASCULAR NETWORK 3)","AGD3 FKD2 SFC VAN3 At5g13300 T31B5.120","Arabidopsis thaliana (Mouse-ear cress)","mean_length",827
"ADP-ribosylation factor GTPase-activating protein AGD3 (ARF GAP AGD3) (Protein ARF-GAP DOMAIN 3) (AtAGD3) (Protein FORKED 2) (Protein SCARFACE) (Protein VASCULAR NETWORK 3)","AGD3 FKD2 SFC VAN3 At5g13300 T31B5.120","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",92524
"ADP-ribosylation factor-like protein 8B (EC 3.6.5.2) (ADP-ribosylation factor-like protein 10C) (Novel small G protein indispensable for equal chromosome segregation 1)","ARL8B ARL10C GIE1","Homo sapiens (Human)","mean_length",186
"ADP-ribosylation factor-like protein 8B (EC 3.6.5.2) (ADP-ribosylation factor-like protein 10C) (Novel small G protein indispensable for equal chromosome segregation 1)","ARL8B ARL10C GIE1","Homo sapiens (Human)","mean_mass",21539
"ADP-ribosylhydrolase ARH3 (ADP-ribose glycohydrolase ARH3) (ADP-ribosylhydrolase 3) (O-acetyl-ADP-ribose deacetylase ARH3) (EC 3.5.1.-) (Poly(ADP-ribose) glycohydrolase ARH3) (EC 3.2.1.143) ([Protein ADP-ribosylarginine] hydrolase-like protein 2) ([Protein ADP-ribosylserine] hydrolase) (EC 3.2.2.-)","ADPRS ADPRHL2 ARH3","Homo sapiens (Human)","mean_length",363
"ADP-ribosylhydrolase ARH3 (ADP-ribose glycohydrolase ARH3) (ADP-ribosylhydrolase 3) (O-acetyl-ADP-ribose deacetylase ARH3) (EC 3.5.1.-) (Poly(ADP-ribose) glycohydrolase ARH3) (EC 3.2.1.143) ([Protein ADP-ribosylarginine] hydrolase-like protein 2) ([Protein ADP-ribosylserine] hydrolase) (EC 3.2.2.-)","ADPRS ADPRHL2 ARH3","Homo sapiens (Human)","mean_mass",38947
"ADP-sugar pyrophosphatase (EC 3.6.1.13) (8-oxo-dGDP phosphatase) (EC 3.6.1.58) (Nuclear ATP-synthesis protein NUDIX5) (EC 2.7.7.96) (Nucleoside diphosphate-linked moiety X motif 5) (Nudix motif 5) (hNUDT5) (YSA1H)","NUDT5 NUDIX5 HSPC115","Homo sapiens (Human)","mean_length",219
"ADP-sugar pyrophosphatase (EC 3.6.1.13) (8-oxo-dGDP phosphatase) (EC 3.6.1.58) (Nuclear ATP-synthesis protein NUDIX5) (EC 2.7.7.96) (Nucleoside diphosphate-linked moiety X motif 5) (Nudix motif 5) (hNUDT5) (YSA1H)","NUDT5 NUDIX5 HSPC115","Homo sapiens (Human)","mean_mass",24328
"ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]","SLC25A5 AAC2 ANT2","Homo sapiens (Human)","mean_length",298
"ADP/ATP translocase 2 (ADP,ATP carrier protein 2) (ADP,ATP carrier protein, fibroblast isoform) (Adenine nucleotide translocator 2) (ANT 2) (Solute carrier family 25 member 5) [Cleaved into: ADP/ATP translocase 2, N-terminally processed]","SLC25A5 AAC2 ANT2","Homo sapiens (Human)","mean_mass",32852
"ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]","SLC25A6 AAC3 ANT3 CDABP0051","Homo sapiens (Human)","mean_length",298
"ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]","SLC25A6 AAC3 ANT3 CDABP0051","Homo sapiens (Human)","mean_mass",32866
"AFP homolog 2 (Novel interactor of JAZ)","AFPH2 NINJA At4g28910 F25O24.30","Arabidopsis thaliana (Mouse-ear cress)","mean_length",425
"AFP homolog 2 (Novel interactor of JAZ)","AFPH2 NINJA At4g28910 F25O24.30","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",44938
"ALA-interacting subunit 3 (AtALIS3)","ALIS3 At1g54320 F20D21.14 F20D21_50","Arabidopsis thaliana (Mouse-ear cress)","mean_length",349
"ALA-interacting subunit 3 (AtALIS3)","ALIS3 At1g54320 F20D21.14 F20D21_50","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",38955
"ALBINO3-like protein 1, chloroplastic (Arabidopsis thaliana envelope membrane integrase) (Protein ALBINA 4) (Ath4) (Protein ARTEMIS) (Suppressor of tic40 protein 1)","ALB4 ALB ALB3L1 ART1 STIC1 At1g24490 F21J9.16 F21J9_170","Arabidopsis thaliana (Mouse-ear cress)","mean_length",499
"ALBINO3-like protein 1, chloroplastic (Arabidopsis thaliana envelope membrane integrase) (Protein ALBINA 4) (Ath4) (Protein ARTEMIS) (Suppressor of tic40 protein 1)","ALB4 ALB ALB3L1 ART1 STIC1 At1g24490 F21J9.16 F21J9_170","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",55188
"AMP deaminase (AtAMPD) (EC 3.5.4.6) (Protein EMBRYONIC FACTOR 1)","AMPD FAC1 At2g38280 F16M14.21","Arabidopsis thaliana (Mouse-ear cress)","mean_length",839
"AMP deaminase (AtAMPD) (EC 3.5.4.6) (Protein EMBRYONIC FACTOR 1)","AMPD FAC1 At2g38280 F16M14.21","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",95130
"AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 large subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (At-g-Ad) (At-gamma-Ad) (Gamma-adaptin 1)","GAMMA-ADR At1g23900 T23E23.7","Arabidopsis thaliana (Mouse-ear cress)","mean_length",876
"AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 large subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (At-g-Ad) (At-gamma-Ad) (Gamma-adaptin 1)","GAMMA-ADR At1g23900 T23E23.7","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",96469
"AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin)","AP1M1 CLTNM","Homo sapiens (Human)","mean_length",423
"AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin)","AP1M1 CLTNM","Homo sapiens (Human)","mean_mass",48587
"AP-2 complex subunit alpha-2 (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin 2) (Clathrin assembly protein complex 2 alpha-C large chain) (At-aC-Ad) (At-alphaC-Ad)","ALPHAC-AD At5g22780 K5A21.2","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1013
"AP-2 complex subunit alpha-2 (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin 2) (Clathrin assembly protein complex 2 alpha-C large chain) (At-aC-Ad) (At-alphaC-Ad)","ALPHAC-AD At5g22780 K5A21.2","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",112299
"AP-3 complex subunit mu (Adaptor protein complex AP-3 subunit mu) (Adaptor protein-3 mu-adaptin) (Adaptor-related protein complex 3 subunit mu) (At-muD-Ad) (Mu3-adaptin) (Protein ZIG SUPPRESSOR 4)","AP3M ZIP4 At1g56590 F25P12.96","Arabidopsis thaliana (Mouse-ear cress)","mean_length",415
"AP-3 complex subunit mu (Adaptor protein complex AP-3 subunit mu) (Adaptor protein-3 mu-adaptin) (Adaptor-related protein complex 3 subunit mu) (At-muD-Ad) (Mu3-adaptin) (Protein ZIG SUPPRESSOR 4)","AP3M ZIP4 At1g56590 F25P12.96","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",46313
"AP2-like ethylene-responsive transcription factor SNZ (Protein SCHNARCHZAPFEN)","SNZ At2g39250 T16B24.11","Arabidopsis thaliana (Mouse-ear cress)","mean_length",325
"AP2-like ethylene-responsive transcription factor SNZ (Protein SCHNARCHZAPFEN)","SNZ At2g39250 T16B24.11","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",36440
"AP2-like ethylene-responsive transcription factor TOE2 (Protein TARGET OF EAT 2)","TOE2 At5g60120 MGO3.10","Arabidopsis thaliana (Mouse-ear cress)","mean_length",485
"AP2-like ethylene-responsive transcription factor TOE2 (Protein TARGET OF EAT 2)","TOE2 At5g60120 MGO3.10","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",53164
"AP2-like ethylene-responsive transcription factor TOE3 (Protein TARGET OF EAT 3)","TOE3 At5g67180 K21H1.14","Arabidopsis thaliana (Mouse-ear cress)","mean_length",352
"AP2-like ethylene-responsive transcription factor TOE3 (Protein TARGET OF EAT 3)","TOE3 At5g67180 K21H1.14","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",39594
"AP2/ERF and B3 domain-containing transcription repressor RAV2 (Ethylene-responsive transcription factor RAV2) (Protein RELATED TO ABI3/VP1 2) (Protein RELATED TO APETALA2 8) (Protein TEMPRANILLO 2)","RAV2 RAP2-8 TEM2 At1g68840 F14K14.5 T6L1.3","Arabidopsis thaliana (Mouse-ear cress)","mean_length",352
"AP2/ERF and B3 domain-containing transcription repressor RAV2 (Ethylene-responsive transcription factor RAV2) (Protein RELATED TO ABI3/VP1 2) (Protein RELATED TO APETALA2 8) (Protein TEMPRANILLO 2)","RAV2 RAP2-8 TEM2 At1g68840 F14K14.5 T6L1.3","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",39493
"AP2/ERF and B3 domain-containing transcription repressor TEM1 (Protein TEMPRANILLO 1) (RAV1-like ethylene-responsive transcription factor TEM1)","TEM1 At1g25560 F2J7.3","Arabidopsis thaliana (Mouse-ear cress)","mean_length",361
"AP2/ERF and B3 domain-containing transcription repressor TEM1 (Protein TEMPRANILLO 1) (RAV1-like ethylene-responsive transcription factor TEM1)","TEM1 At1g25560 F2J7.3","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",40558
"ARF guanine-nucleotide exchange factor GNOM (Pattern formation protein EMB30) (Protein EMBRYO DEFECTIVE 30) (Protein MIZU-KUSSEI2) (Protein VASCULAR NETWORK 7)","GN EMB30 GBF3 MIZ2 VAN7 At1g13980 F16A14.20 F7A19.7","Arabidopsis thaliana (Mouse-ear cress)","mean_length",1451
"ARF guanine-nucleotide exchange factor GNOM (Pattern formation protein EMB30) (Protein EMBRYO DEFECTIVE 30) (Protein MIZU-KUSSEI2) (Protein VASCULAR NETWORK 7)","GN EMB30 GBF3 MIZ2 VAN7 At1g13980 F16A14.20 F7A19.7","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",162619
"ARM REPEAT PROTEIN INTERACTING WITH ABF2 (ARIA)","ARIA At5g19330 F7K24.80","Arabidopsis thaliana (Mouse-ear cress)","mean_length",710
"ARM REPEAT PROTEIN INTERACTING WITH ABF2 (ARIA)","ARIA At5g19330 F7K24.80","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",78186
"ARMADILLO BTB ARABIDOPSIS PROTEIN 1 (ABAP1)","ABAP1 At5g13060 T19L5.20","Arabidopsis thaliana (Mouse-ear cress)","mean_length",737
"ARMADILLO BTB ARABIDOPSIS PROTEIN 1 (ABAP1)","ABAP1 At5g13060 T19L5.20","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",81361
"AT-hook motif nuclear-localized protein 12","AHL12 At1g63480 F2K11.15","Arabidopsis thaliana (Mouse-ear cress)","mean_length",361
"AT-hook motif nuclear-localized protein 12","AHL12 At1g63480 F2K11.15","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",38312
"AT-rich interactive domain-containing protein 2 (ARID domain-containing protein 2) (ARID and ELM2 domain-containing protein 2)","ARID2 At4g11400 F25E4.20","Arabidopsis thaliana (Mouse-ear cress)","mean_length",573
"AT-rich interactive domain-containing protein 2 (ARID domain-containing protein 2) (ARID and ELM2 domain-containing protein 2)","ARID2 At4g11400 F25E4.20","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",65666
"AT-rich interactive domain-containing protein 3 (ARID domain-containing protein 3)","ARID3 At2g17410 F5J6.17","Arabidopsis thaliana (Mouse-ear cress)","mean_length",786
"AT-rich interactive domain-containing protein 3 (ARID domain-containing protein 3)","ARID3 At2g17410 F5J6.17","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",86570
"AT-rich interactive domain-containing protein 5 (ARID domain-containing protein 5)","ARID5 At1g76510 F14G6.11","Arabidopsis thaliana (Mouse-ear cress)","mean_length",434
"AT-rich interactive domain-containing protein 5 (ARID domain-containing protein 5)","ARID5 At1g76510 F14G6.11","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",48040
"AT-rich interactive domain-containing protein 6 (ARID domain-containing protein 6)","ARID6 At1g20910 F9H16.11","Arabidopsis thaliana (Mouse-ear cress)","mean_length",398
"AT-rich interactive domain-containing protein 6 (ARID domain-containing protein 6)","ARID6 At1g20910 F9H16.11","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",44265
"ATP synthase subunit delta, chloroplastic (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta)","ATPD At4g09650 T25P22.90","Arabidopsis thaliana (Mouse-ear cress)","mean_length",234
"ATP synthase subunit delta, chloroplastic (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta)","ATPD At4g09650 T25P22.90","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",25669
"ATP-binding cassette sub-family F member 3","ABCF3","Homo sapiens (Human)","mean_length",709
"ATP-binding cassette sub-family F member 3","ABCF3","Homo sapiens (Human)","mean_mass",79745
"ATP-binding cassette sub-family G member 5 (EC 7.6.2.-) (Sterolin-1)","ABCG5","Homo sapiens (Human)","mean_length",651
"ATP-binding cassette sub-family G member 5 (EC 7.6.2.-) (Sterolin-1)","ABCG5","Homo sapiens (Human)","mean_mass",72504
"ATP-binding cassette sub-family G member 8 (EC 7.6.2.-) (Sterolin-2)","ABCG8","Homo sapiens (Human)","mean_length",673
"ATP-binding cassette sub-family G member 8 (EC 7.6.2.-) (Sterolin-2)","ABCG8","Homo sapiens (Human)","mean_mass",75679
"ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)","PFKL","Homo sapiens (Human)","mean_length",780
"ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)","PFKL","Homo sapiens (Human)","mean_mass",85018
"ATP-dependent DNA helicase 2 subunit KU70 (EC 3.6.4.12) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit)","KU70 At1g16970 F6I1.2","Arabidopsis thaliana (Mouse-ear cress)","mean_length",621
"ATP-dependent DNA helicase 2 subunit KU70 (EC 3.6.4.12) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit)","KU70 At1g16970 F6I1.2","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",70291
"ATP-dependent DNA helicase 2 subunit KU80 (EC 3.6.4.12) (ATP-dependent DNA helicase 2 subunit 2) (ATP-dependent DNA helicase II 80 kDa subunit)","KU80 At1g48050 F21D18.26 T2J15.4","Arabidopsis thaliana (Mouse-ear cress)","mean_length",680
"ATP-dependent DNA helicase 2 subunit KU80 (EC 3.6.4.12) (ATP-dependent DNA helicase 2 subunit 2) (ATP-dependent DNA helicase II 80 kDa subunit)","KU80 At1g48050 F21D18.26 T2J15.4","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",76688
"ATP-dependent RNA helicase DDX19A (EC 3.6.4.13) (DDX19-like protein) (DEAD box protein 19A)","DDX19A DDX19L","Homo sapiens (Human)","mean_length",478
"ATP-dependent RNA helicase DDX19A (EC 3.6.4.13) (DDX19-like protein) (DEAD box protein 19A)","DDX19A DDX19L","Homo sapiens (Human)","mean_mass",53975
"ATP-dependent RNA helicase DDX19B (EC 3.6.4.13) (DEAD box RNA helicase DEAD5) (DEAD box protein 19B)","DDX19B DBP5 DDX19 TDBP","Homo sapiens (Human)","mean_length",479
"ATP-dependent RNA helicase DDX19B (EC 3.6.4.13) (DEAD box RNA helicase DEAD5) (DEAD box protein 19B)","DDX19B DBP5 DDX19 TDBP","Homo sapiens (Human)","mean_mass",53927
"ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39) (Nuclear RNA helicase URH49)","DDX39A DDX39","Homo sapiens (Human)","mean_length",427
"ATP-dependent RNA helicase DDX39A (EC 3.6.4.13) (DEAD box protein 39) (Nuclear RNA helicase URH49)","DDX39A DDX39","Homo sapiens (Human)","mean_mass",49130
"ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (DBX) (Helicase-like protein 2) (HLP2)","DDX3X DBX DDX3","Homo sapiens (Human)","mean_length",662
"ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (CAP-Rf) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (DBX) (Helicase-like protein 2) (HLP2)","DDX3X DBX DDX3","Homo sapiens (Human)","mean_mass",73243
"ATP-dependent helicase BRM (EC 3.6.4.12) (Protein BRAHMA) (AtBRM) (Protein CHROMATIN REMODELING 2) (AtCHR2)","BRM CHR2 At2g46020 F4I18 T3F17.33","Arabidopsis thaliana (Mouse-ear cress)","mean_length",2193
"ATP-dependent helicase BRM (EC 3.6.4.12) (Protein BRAHMA) (AtBRM) (Protein CHROMATIN REMODELING 2) (AtCHR2)","BRM CHR2 At2g46020 F4I18 T3F17.33","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",245469
"ATPase 1, plasma membrane-type (PM H(+)-ATPase 1) (Plasma membrane-type ATPase 1) (EC 7.1.2.1) (Proton pump 1)","AHA1 At2g18960 F19F24.16","Arabidopsis thaliana (Mouse-ear cress)","mean_length",949
"ATPase 1, plasma membrane-type (PM H(+)-ATPase 1) (Plasma membrane-type ATPase 1) (EC 7.1.2.1) (Proton pump 1)","AHA1 At2g18960 F19F24.16","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",104224
"ATPase 2, plasma membrane-type (PM H(+)-ATPase 2) (Plasma membrane-type ATPase 2) (EC 7.1.2.1) (Proton pump 2)","AHA2 At4g30190 F9N11.40","Arabidopsis thaliana (Mouse-ear cress)","mean_length",948
"ATPase 2, plasma membrane-type (PM H(+)-ATPase 2) (Plasma membrane-type ATPase 2) (EC 7.1.2.1) (Proton pump 2)","AHA2 At4g30190 F9N11.40","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",104401
"ATPase GET3A (AtGET3A) (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins 3 homolog A)","GET3A At1g01910 F22M8.4","Arabidopsis thaliana (Mouse-ear cress)","mean_length",353
"ATPase GET3A (AtGET3A) (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins 3 homolog A)","GET3A At1g01910 F22M8.4","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",39670
"ATPase MORC2 (EC 3.6.1.-) (MORC family CW-type zinc finger protein 2) (Zinc finger CW-type coiled-coil domain protein 1)","MORC2 KIAA0852 ZCWCC1","Homo sapiens (Human)","mean_length",1032
"ATPase MORC2 (EC 3.6.1.-) (MORC family CW-type zinc finger protein 2) (Zinc finger CW-type coiled-coil domain protein 1)","MORC2 KIAA0852 ZCWCC1","Homo sapiens (Human)","mean_mass",117823
"Aberrant root formation protein 4","ALF4 At5g11030 T5K6.20","Arabidopsis thaliana (Mouse-ear cress)","mean_length",626
"Aberrant root formation protein 4","ALF4 At5g11030 T5K6.20","Arabidopsis thaliana (Mouse-ear cress)","mean_mass",69189
"Abl interactor 1 (Abelson interactor 1) (Abi-1) (Abl-binding protein 4) (AblBP4) (Eps8 SH3 domain-binding protein) (Eps8-binding protein) (Nap1-binding protein) (Nap1BP) (Spectrin SH3 domain-binding protein 1) (e3B1)","ABI1 SSH3BP1","Homo sapiens (Human)","mean_length",508
